filename,time_ms,predicted_label,expected_label,bad,earth,edge
img_msec_1536093784454_2_thumbnail.jpeg,36.26132011413574,bad,bad,0.9311092495918274,0.03228706866502762,0.036603692919015884
img_msec_1536093817094_2_thumbnail.jpeg,39.94870185852051,bad,bad,0.8808330297470093,0.08254530280828476,0.036621641367673874
img_msec_1536093909646_2_thumbnail.jpeg,36.96155548095703,bad,bad,0.8462662100791931,0.06497498601675034,0.08875875920057297
img_msec_1536093942206_2_thumbnail.jpeg,51.89013481140137,bad,bad,0.8462662100791931,0.06497498601675034,0.08875875920057297
img_msec_1536093974605_2_thumbnail.jpeg,52.89959907531738,bad,bad,0.8462662100791931,0.06497498601675034,0.08875875920057297
img_msec_1536094199302_2_thumbnail.jpeg,48.69556427001953,bad,bad,0.8813536167144775,0.08213050663471222,0.036515992134809494
img_msec_1536094231622_2_thumbnail.jpeg,44.6934700012207,bad,bad,0.8814946413040161,0.08194909244775772,0.03655629605054855
img_msec_1536094255783_2_thumbnail.jpeg,43.98322105407715,bad,bad,0.9141201376914978,0.04331331327557564,0.04256657510995865
img_msec_1536094296079_2_thumbnail.jpeg,42.76680946350098,bad,bad,0.8206011056900024,0.08541170507669449,0.0939871147274971
img_msec_1536094376879_2_thumbnail.jpeg,43.961286544799805,bad,bad,0.8462662100791931,0.06497498601675034,0.08875875920057297
img_msec_1536094570202_2_thumbnail.jpeg,44.87037658691406,bad,bad,0.9326790571212769,0.03521031141281128,0.03211056813597679
img_msec_1536094602682_2_thumbnail.jpeg,44.39663887023926,bad,bad,0.9326790571212769,0.03521031141281128,0.03211056813597679
img_msec_1536094621874_2_thumbnail.jpeg,43.10488700866699,bad,bad,0.9191762208938599,0.047787800431251526,0.0330359973013401
img_msec_1536094664513_2_thumbnail.jpeg,50.15420913696289,bad,bad,0.9326790571212769,0.03521031141281128,0.03211056813597679
img_msec_1536094697395_2_thumbnail.jpeg,48.331499099731445,bad,bad,0.9326790571212769,0.03521031141281128,0.03211056813597679
img_msec_1536094869399_2_thumbnail.jpeg,45.40729522705078,bad,bad,0.9326790571212769,0.03521031141281128,0.03211056813597679
img_msec_1536094901801_2_thumbnail.jpeg,45.531511306762695,bad,bad,0.9326790571212769,0.03521031141281128,0.03211056813597679
img_msec_1536094921073_2_thumbnail.jpeg,44.91019248962402,bad,bad,0.9276138544082642,0.0367601253092289,0.035625945776700974
img_msec_1536094977072_2_thumbnail.jpeg,59.89718437194824,bad,bad,0.9352193474769592,0.036298718303442,0.028481926769018173
img_msec_1536095019794_2_thumbnail.jpeg,49.1485595703125,bad,bad,0.9326790571212769,0.03521031141281128,0.03211056813597679
img_msec_1536095177334_2_thumbnail.jpeg,47.533512115478516,bad,bad,0.9401869177818298,0.03381115943193436,0.02600187249481678
img_msec_1536095221093_2_thumbnail.jpeg,45.54390907287598,bad,bad,0.9428102374076843,0.02625446580350399,0.03093530610203743
img_msec_1536095456776_2_thumbnail.jpeg,46.16808891296387,bad,bad,0.9490399956703186,0.0224402267485857,0.028519870713353157
img_msec_1536095490774_2_thumbnail.jpeg,43.87378692626953,bad,bad,0.9449473023414612,0.019329728558659554,0.0357230007648468
